id,lon,lat,location,area,type,outcome
804,-1.46371600,55.00493400,On or near Didcot Avenue,North Tyneside 023D,Criminal damage and arson,Investigation complete; no suspect identified
805,-1.47796900,55.01018100,On or near Denton Avenue,North Tyneside 023E,Criminal damage and arson,Investigation complete; no suspect identified
806,-1.51571400,55.00639200,On or near Belmont Close,North Tyneside 024A,Criminal damage and arson,Investigation complete; no suspect identified
807,-1.51946100,55.00816800,On or near Buxton Close,North Tyneside 024B,Criminal damage and arson,Investigation complete; no suspect identified
808,-1.51853300,55.01124700,On or near Ascot Close,North Tyneside 024B,Criminal damage and arson,Investigation complete; no suspect identified
809,-1.55072200,55.00064900,On or near Springfield Gardens,North Tyneside 025B,Criminal damage and arson,Investigation complete; no suspect identified
810,-1.55072200,55.00064900,On or near Springfield Gardens,North Tyneside 025B,Criminal damage and arson,Investigation complete; no suspect identified
811,-1.54280300,55.00829400,On or near Sydney Grove,North Tyneside 025D,Criminal damage and arson,Under investigation
812,-1.50078600,55.00363600,On or near Sandown Court,North Tyneside 026B,Criminal damage and arson,Investigation complete; no suspect identified
813,-1.49861800,54.99939400,On or near Lisle Grove,North Tyneside 026C,Criminal damage and arson,Investigation complete; no suspect identified
814,-1.49366700,55.00035300,On or near Keswick Gardens,North Tyneside 026C,Criminal damage and arson,Investigation complete; no suspect identified
815,-1.49630600,55.00428200,On or near Brampton Gardens,North Tyneside 026D,Criminal damage and arson,Investigation complete; no suspect identified
816,-1.49813700,55.00415500,On or near Appleby Gardens,North Tyneside 026D,Criminal damage and arson,Investigation complete; no suspect identified
817,-1.49767700,55.00595000,On or near Langdale Gardens,North Tyneside 026D,Criminal damage and arson,Under investigation
818,-1.48022300,54.99424900,On or near Telford Court,North Tyneside 027B,Criminal damage and arson,Investigation complete; no suspect identified
819,-1.48163100,54.99176600,On or near Barrasford Street,North Tyneside 027B,Criminal damage and arson,Investigation complete; no suspect identified
820,-1.47608400,54.99762800,On or near St John'S Street,North Tyneside 027B,Criminal damage and arson,Investigation complete; no suspect identified
821,-1.48157700,54.99110900,On or near Lesbury Street,North Tyneside 027B,Criminal damage and arson,Under investigation
822,-1.47408100,54.99663100,On or near Nelson Terrace,North Tyneside 027B,Criminal damage and arson,Investigation complete; no suspect identified
823,-1.48080300,54.99170800,On or near Chatton Street,North Tyneside 027B,Criminal damage and arson,Under investigation
824,-1.47542000,54.99704100,On or near St Luke'S Road,North Tyneside 027B,Criminal damage and arson,Under investigation
825,-1.48157700,54.99110900,On or near Lesbury Street,North Tyneside 027B,Criminal damage and arson,Under investigation
826,-1.47657600,54.99828600,On or near Percy Court,North Tyneside 027B,Criminal damage and arson,Under investigation
827,-1.47608400,54.99762800,On or near St John'S Street,North Tyneside 027B,Criminal damage and arson,Under investigation
828,-1.46975100,54.99778900,On or near Sports/Recreation Area,North Tyneside 027C,Criminal damage and arson,Under investigation
829,-1.47364500,54.99885800,On or near Percy Crescent,North Tyneside 027C,Criminal damage and arson,Under investigation
830,-1.46510600,55.00155200,On or near Pedestrian Subway,North Tyneside 027C,Criminal damage and arson,Under investigation
831,-1.46510600,55.00155200,On or near Pedestrian Subway,North Tyneside 027C,Criminal damage and arson,Under investigation
832,-1.46975100,54.99778900,On or near Sports/Recreation Area,North Tyneside 027C,Criminal damage and arson,Under investigation
833,-1.44823000,55.00667100,On or near Borough Road,North Tyneside 027D,Criminal damage and arson,Investigation complete; no suspect identified
834,-1.44756900,55.00467300,On or near Addison Street,North Tyneside 027D,Criminal damage and arson,Awaiting court outcome
835,-1.44756900,55.00467300,On or near Addison Street,North Tyneside 027D,Criminal damage and arson,Investigation complete; no suspect identified
836,-1.46144200,55.00309100,On or near Newark Square,North Tyneside 027E,Criminal damage and arson,Under investigation
837,-1.44988200,55.00364100,On or near Thrift Street,North Tyneside 027E,Criminal damage and arson,Under investigation
838,-1.45045000,55.00324800,On or near Elsdon Street,North Tyneside 027E,Criminal damage and arson,Investigation complete; no suspect identified
839,-1.45771000,55.00276900,On or near Minton Court,North Tyneside 027E,Criminal damage and arson,Under investigation
840,-1.45810500,55.00013700,On or near Pedestrian Subway,North Tyneside 027E,Criminal damage and arson,Investigation complete; no suspect identified
841,-1.45810500,55.00013700,On or near Pedestrian Subway,North Tyneside 027E,Criminal damage and arson,Investigation complete; no suspect identified
842,-1.45810500,55.00013700,On or near Pedestrian Subway,North Tyneside 027E,Criminal damage and arson,Investigation complete; no suspect identified
843,-1.50503200,55.00027400,On or near Lesbury Avenue,North Tyneside 028A,Criminal damage and arson,Under investigation
844,-1.49088000,54.99692700,On or near Rutherford Street,North Tyneside 028B,Criminal damage and arson,Investigation complete; no suspect identified
845,-1.49046300,54.99783300,On or near Brunton Avenue,North Tyneside 028B,Criminal damage and arson,Under investigation
846,-1.49275900,54.99174100,On or near Clavering Street,North Tyneside 028B,Criminal damage and arson,Under investigation
847,-1.49704900,54.99736600,On or near Tynemouth Road,North Tyneside 028B,Criminal damage and arson,Under investigation
848,-1.49704900,54.99736600,On or near Tynemouth Road,North Tyneside 028B,Criminal damage and arson,Investigation complete; no suspect identified
849,-1.49113300,54.99179700,On or near Gladstone Street,North Tyneside 028B,Criminal damage and arson,Investigation complete; no suspect identified
850,-1.50106400,54.99380600,On or near Headlam View,North Tyneside 028C,Criminal damage and arson,Under investigation
851,-1.50994100,54.99643000,On or near Priors Way,North Tyneside 028D,Criminal damage and arson,Under investigation
852,-1.51185300,54.99730000,On or near Ashbrooke Gardens,North Tyneside 028D,Criminal damage and arson,Offender given a caution
853,-1.51021900,54.99670100,On or near Willington Terrace,North Tyneside 028D,Criminal damage and arson,Under investigation
854,-1.51147100,54.99659800,On or near Bishops Close,North Tyneside 028D,Criminal damage and arson,Investigation complete; no suspect identified
855,-1.51301700,54.99283900,On or near South Terrace,North Tyneside 028D,Criminal damage and arson,Investigation complete; no suspect identified
856,-1.50901000,54.99205000,On or near Meadow Road,North Tyneside 028D,Criminal damage and arson,Investigation complete; no suspect identified
857,-1.51862200,54.99591600,On or near St Peter'S Road,North Tyneside 029A,Criminal damage and arson,Under investigation
858,-1.52359400,54.99182900,On or near Ash Grove,North Tyneside 029A,Criminal damage and arson,Investigation complete; no suspect identified
859,-1.52519100,54.99298600,On or near Westmoreland Street,North Tyneside 029A,Criminal damage and arson,Investigation complete; no suspect identified
860,-1.52519100,54.99298600,On or near Westmoreland Street,North Tyneside 029A,Criminal damage and arson,Awaiting court outcome
861,-1.52327300,54.99387700,On or near Dene Crescent,North Tyneside 029A,Criminal damage and arson,Investigation complete; no suspect identified
862,-1.52519100,54.99298600,On or near Westmoreland Street,North Tyneside 029A,Criminal damage and arson,Awaiting court outcome
863,-1.52991700,54.99115300,On or near Laurel Street,North Tyneside 029B,Criminal damage and arson,Investigation complete; no suspect identified
864,-1.53057100,54.99268300,On or near Coronation Street,North Tyneside 029B,Criminal damage and arson,Investigation complete; no suspect identified
865,-1.52965700,54.99466600,On or near Grange Villas,North Tyneside 029C,Criminal damage and arson,Investigation complete; no suspect identified
866,-1.52837200,54.99626000,On or near Crow Bank,North Tyneside 029C,Criminal damage and arson,Under investigation
867,-1.53252200,54.99691400,On or near Queens Terrace,North Tyneside 029C,Criminal damage and arson,Investigation complete; no suspect identified
868,-1.52965700,54.99466600,On or near Grange Villas,North Tyneside 029C,Criminal damage and arson,Under investigation
869,-1.53252200,54.99691400,On or near Queens Terrace,North Tyneside 029C,Criminal damage and arson,Investigation complete; no suspect identified
870,-1.53252200,54.99691400,On or near Queens Terrace,North Tyneside 029C,Criminal damage and arson,Investigation complete; no suspect identified
871,-1.51397200,55.00307800,On or near Cestrium Court,North Tyneside 029D,Criminal damage and arson,Investigation complete; no suspect identified
872,-1.53660500,54.99530300,On or near Park View,North Tyneside 030C,Criminal damage and arson,Under investigation
873,-1.53761800,54.99558600,On or near Park Avenue,North Tyneside 030C,Criminal damage and arson,Investigation complete; no suspect identified
874,-1.53342800,54.99293700,On or near Laburnum Avenue,North Tyneside 030C,Criminal damage and arson,Investigation complete; no suspect identified
875,-1.53513300,54.99148800,On or near Supermarket,North Tyneside 030C,Criminal damage and arson,Investigation complete; no suspect identified
876,-1.53664700,54.99299400,On or near Wilson Street,North Tyneside 030C,Criminal damage and arson,Investigation complete; no suspect identified
877,-1.53785000,54.99444500,On or near Albert Avenue,North Tyneside 030C,Criminal damage and arson,Under investigation
878,-1.54032500,54.99260400,On or near Hopper Street,North Tyneside 030D,Criminal damage and arson,Under investigation
879,-1.53960200,54.99431700,On or near Balmoral Street,North Tyneside 030D,Criminal damage and arson,Investigation complete; no suspect identified
880,-1.53936500,54.99043400,On or near York Drive,North Tyneside 030D,Criminal damage and arson,Under investigation
881,-1.53842000,54.98693500,On or near Eastfield Avenue,North Tyneside 030E,Criminal damage and arson,Under investigation
882,-1.53895700,54.98780000,On or near The Avenue,North Tyneside 030E,Criminal damage and arson,Investigation complete; no suspect identified
883,-1.53246900,54.98936600,On or near Bus/Coach Station,North Tyneside 030E,Criminal damage and arson,Under investigation
884,-1.53437900,54.99040600,On or near Frank Street,North Tyneside 030E,Criminal damage and arson,Investigation complete; no suspect identified
885,-1.53230600,54.98993100,On or near Station Road,North Tyneside 030E,Criminal damage and arson,Investigation complete; no suspect identified
886,-2.00794500,55.77643000,On or near Percy Terrace,Northumberland 001A,Criminal damage and arson,Under investigation
887,-2.00794500,55.77643000,On or near Percy Terrace,Northumberland 001A,Criminal damage and arson,Investigation complete; no suspect identified
888,-2.00563200,55.76811900,On or near Pedestrian Subway,Northumberland 001B,Criminal damage and arson,Under investigation
889,-2.00584000,55.77068800,On or near Marygate,Northumberland 001B,Criminal damage and arson,Awaiting court outcome
890,-2.00142500,55.76899000,On or near Woolmarket,Northumberland 001B,Criminal damage and arson,Investigation complete; no suspect identified
891,-2.00271600,55.76853200,On or near Hide Hill,Northumberland 001B,Criminal damage and arson,Under investigation
892,-2.00450100,55.76947500,On or near Shopping Area,Northumberland 001B,Criminal damage and arson,Under investigation
893,-2.01076300,55.76277200,On or near Main Street,Northumberland 001D,Criminal damage and arson,Under investigation
894,-1.99844500,55.75380500,On or near Highcliffe,Northumberland 001F,Criminal damage and arson,Under investigation
895,-1.99131100,55.73426300,On or near Prince Charles Crescent,Northumberland 002C,Criminal damage and arson,Investigation complete; no suspect identified
896,-1.71584900,55.60724400,On or near Front Street,Northumberland 003A,Criminal damage and arson,Investigation complete; no suspect identified
897,-1.82746000,55.59439600,On or near Byers Close,Northumberland 003A,Criminal damage and arson,Investigation complete; no suspect identified
898,-1.91013800,55.54923400,On or near New Road,Northumberland 003B,Criminal damage and arson,Investigation complete; no suspect identified
899,-1.63521600,55.39800100,On or near A1068,Northumberland 004A,Criminal damage and arson,Under investigation
900,-1.76345700,55.42393400,On or near High Moor Drive,Northumberland 004A,Criminal damage and arson,Under investigation
901,-1.69746000,55.40581800,On or near Augur Terrace,Northumberland 005A,Criminal damage and arson,Under investigation
902,-1.71985700,55.41422800,On or near Sports/Recreation Area,Northumberland 005A,Criminal damage and arson,Investigation complete; no suspect identified
903,-1.71985700,55.41422800,On or near Sports/Recreation Area,Northumberland 005A,Criminal damage and arson,Investigation complete; no suspect identified
904,-1.71850800,55.41062100,On or near Sycamore Avenue,Northumberland 005B,Criminal damage and arson,Investigation complete; no suspect identified
905,-1.71850800,55.41062100,On or near Sycamore Avenue,Northumberland 005B,Criminal damage and arson,Awaiting court outcome
906,-1.70844900,55.41465000,On or near Narrowgate,Northumberland 005B,Criminal damage and arson,Investigation complete; no suspect identified
907,-1.71809500,55.41318100,On or near Lower Barresdale,Northumberland 005B,Criminal damage and arson,Under investigation
908,-1.70882900,55.41243200,On or near Clayport Square,Northumberland 005D,Criminal damage and arson,Investigation complete; no suspect identified
909,-1.70971800,55.41187700,On or near Tower Lane,Northumberland 005D,Criminal damage and arson,Under investigation
910,-1.70971800,55.41187700,On or near Tower Lane,Northumberland 005D,Criminal damage and arson,Under investigation
911,-1.70711300,55.41161900,On or near Green Batt,Northumberland 005D,Criminal damage and arson,Investigation complete; no suspect identified
912,-1.70735300,55.41119700,On or near Percy Street,Northumberland 005D,Criminal damage and arson,Investigation complete; no suspect identified
913,-1.70701300,55.40807000,On or near Hope House Lane,Northumberland 005E,Criminal damage and arson,Investigation complete; no suspect identified
914,-1.58482900,55.33202100,On or near Wellwood Street,Northumberland 006A,Criminal damage and arson,Under investigation
915,-1.58146400,55.33431900,On or near George Street,Northumberland 006A,Criminal damage and arson,Awaiting court outcome
916,-1.58444900,55.33373600,On or near North Street,Northumberland 006A,Criminal damage and arson,Under investigation
917,-1.57861100,55.31787400,On or near A1068,Northumberland 006B,Criminal damage and arson,Under investigation
918,-1.67532100,55.37093300,On or near Colliers Close,Northumberland 006F,Criminal damage and arson,Investigation complete; no suspect identified
919,-1.61449500,55.34016000,On or near New Barns Way,Northumberland 006G,Criminal damage and arson,Investigation complete; no suspect identified
920,-1.90941600,55.31078500,On or near Brewery Lane,Northumberland 007B,Criminal damage and arson,Under investigation
921,-1.91138900,55.30920500,On or near Church Street,Northumberland 007B,Criminal damage and arson,Under investigation
922,-2.10070700,55.33684400,On or near Parking Area,Northumberland 007D,Criminal damage and arson,Under investigation
923,-1.59571700,55.29376900,On or near Ladyburn Way,Northumberland 008A,Criminal damage and arson,Under investigation
924,-1.63425500,55.29672100,On or near Wansbeck Road,Northumberland 008B,Criminal damage and arson,Under investigation
925,-1.63425500,55.29672100,On or near Wansbeck Road,Northumberland 008B,Criminal damage and arson,Under investigation
926,-1.55847500,55.22265200,On or near Breamish,Northumberland 008C,Criminal damage and arson,Under investigation
927,-1.53617200,55.21289100,On or near West Market Street,Northumberland 008E,Criminal damage and arson,Under investigation
928,-1.53999400,55.21402000,On or near Dalton Avenue,Northumberland 008E,Criminal damage and arson,Under investigation
929,-1.53999400,55.21402000,On or near Dalton Avenue,Northumberland 008E,Criminal damage and arson,Under investigation
930,-1.54098900,55.21221700,On or near Kingsley Road,Northumberland 008E,Criminal damage and arson,Investigation complete; no suspect identified
931,-1.53617200,55.21289100,On or near West Market Street,Northumberland 008E,Criminal damage and arson,Investigation complete; no suspect identified
932,-1.53617200,55.21289100,On or near West Market Street,Northumberland 008E,Criminal damage and arson,Investigation complete; no suspect identified
933,-1.61593800,55.24135700,On or near Parking Area,Northumberland 008G,Criminal damage and arson,Investigation complete; no suspect identified
934,-1.59228100,55.24022900,On or near Parking Area,Northumberland 008G,Criminal damage and arson,Under investigation
935,-1.51915800,55.18759300,On or near Woodhorn Road,Northumberland 009A,Criminal damage and arson,Investigation complete; no suspect identified
936,-1.50648700,55.18729000,On or near Parking Area,Northumberland 009A,Criminal damage and arson,Under investigation
937,-1.51915800,55.18759300,On or near Woodhorn Road,Northumberland 009A,Criminal damage and arson,Under investigation
938,-1.52405000,55.18034200,On or near Coniston Avenue,Northumberland 009C,Criminal damage and arson,Under investigation
939,-1.51590600,55.17858500,On or near Beach Terrace,Northumberland 009C,Criminal damage and arson,Investigation complete; no suspect identified
940,-1.52591400,55.18080800,On or near Derwentwater Road,Northumberland 009C,Criminal damage and arson,Under investigation
941,-1.56522000,55.17919300,On or near Milburn Road,Northumberland 010A,Criminal damage and arson,Under investigation
942,-1.56602100,55.18209800,On or near Parking Area,Northumberland 010A,Criminal damage and arson,Investigation complete; no suspect identified
943,-1.56585600,55.18423600,On or near Parking Area,Northumberland 010A,Criminal damage and arson,Under investigation
944,-1.56602100,55.18209800,On or near Parking Area,Northumberland 010A,Criminal damage and arson,Investigation complete; no suspect identified
945,-1.56835300,55.18285200,On or near Supermarket,Northumberland 010A,Criminal damage and arson,Investigation complete; no suspect identified
946,-1.56596300,55.17872800,On or near Bolsover Street,Northumberland 010A,Criminal damage and arson,Awaiting court outcome
947,-1.56835300,55.18285200,On or near Supermarket,Northumberland 010A,Criminal damage and arson,Investigation complete; no suspect identified
948,-1.57036700,55.18393800,On or near Parking Area,Northumberland 010B,Criminal damage and arson,Investigation complete; no suspect identified
949,-1.57409500,55.18035600,On or near Kenilworth Road,Northumberland 010B,Criminal damage and arson,Investigation complete; no suspect identified
950,-1.57531500,55.18081000,On or near Ashbourne Crescent,Northumberland 010B,Criminal damage and arson,Investigation complete; no suspect identified
951,-1.57352900,55.18341900,On or near Station Road,Northumberland 010B,Criminal damage and arson,Investigation complete; no suspect identified
952,-1.55891200,55.18450800,On or near Castle Terrace,Northumberland 010C,Criminal damage and arson,Investigation complete; no suspect identified
953,-1.55898500,55.18363700,On or near First Avenue,Northumberland 010C,Criminal damage and arson,Investigation complete; no suspect identified
954,-1.56318900,55.18261800,On or near Hawthorn Road,Northumberland 010C,Criminal damage and arson,Investigation complete; no suspect identified
955,-1.55898500,55.18363700,On or near First Avenue,Northumberland 010C,Criminal damage and arson,Investigation complete; no suspect identified
956,-1.55891200,55.18450800,On or near Castle Terrace,Northumberland 010C,Criminal damage and arson,Investigation complete; no suspect identified
957,-1.56318900,55.18261800,On or near Hawthorn Road,Northumberland 010C,Criminal damage and arson,Under investigation
958,-1.56318900,55.18261800,On or near Hawthorn Road,Northumberland 010C,Criminal damage and arson,Under investigation
959,-1.55941200,55.18189500,On or near Second Avenue,Northumberland 010C,Criminal damage and arson,Under investigation
960,-1.55786100,55.17590500,On or near Sixth Avenue,Northumberland 010D,Criminal damage and arson,Investigation complete; no suspect identified
961,-1.56119700,55.17668900,On or near Fifth Avenue,Northumberland 010D,Criminal damage and arson,Investigation complete; no suspect identified
962,-1.56406700,55.17838900,On or near Pont Street,Northumberland 010D,Criminal damage and arson,Investigation complete; no suspect identified
963,-1.56119700,55.17668900,On or near Fifth Avenue,Northumberland 010D,Criminal damage and arson,Investigation complete; no suspect identified
964,-1.55786100,55.17590500,On or near Sixth Avenue,Northumberland 010D,Criminal damage and arson,Investigation complete; no suspect identified
965,-1.56382000,55.18085000,On or near Second Avenue,Northumberland 010E,Criminal damage and arson,Under investigation
966,-1.56382000,55.18085000,On or near Second Avenue,Northumberland 010E,Criminal damage and arson,Under investigation
967,-1.56004800,55.17974900,On or near Rosalind Street,Northumberland 010E,Criminal damage and arson,Investigation complete; no suspect identified
968,-1.56032700,55.18009200,On or near Third Avenue,Northumberland 010E,Criminal damage and arson,Investigation complete; no suspect identified
969,-1.69532600,55.17155400,On or near Bullers Green,Northumberland 011A,Criminal damage and arson,Investigation complete; no suspect identified
970,-1.68337100,55.17846900,On or near Hospital,Northumberland 011A,Criminal damage and arson,Under investigation
971,-1.68337100,55.17846900,On or near Hospital,Northumberland 011A,Criminal damage and arson,Under investigation
972,-1.68337100,55.17846900,On or near Hospital,Northumberland 011A,Criminal damage and arson,Under investigation
973,-1.65198800,55.17781800,On or near De Walden Square,Northumberland 011B,Criminal damage and arson,Awaiting court outcome
974,-1.58237000,55.18195800,On or near Institute Road,Northumberland 012A,Criminal damage and arson,Under investigation
975,-1.58198300,55.18290900,On or near Station Road,Northumberland 012A,Criminal damage and arson,Under investigation
976,-1.58644100,55.18460400,On or near Booths Road,Northumberland 012A,Criminal damage and arson,Under investigation
977,-1.58069300,55.17714400,On or near Green Lane,Northumberland 012A,Criminal damage and arson,Investigation complete; no suspect identified
978,-1.59151400,55.18307600,On or near High Market,Northumberland 012B,Criminal damage and arson,Investigation complete; no suspect identified
979,-1.57460700,55.17806700,On or near Kielder Drive,Northumberland 012D,Criminal damage and arson,Under investigation
980,-1.58137600,55.17186300,On or near Brockwood Close,Northumberland 012E,Criminal damage and arson,Investigation complete; no suspect identified
981,-1.55464400,55.17432900,On or near Bolam Drive,Northumberland 013A,Criminal damage and arson,Under investigation
982,-1.55185300,55.17401300,On or near Simonburn Lane,Northumberland 013A,Criminal damage and arson,Under investigation
983,-1.55734100,55.17326100,On or near Further/Higher Educational Building,Northumberland 013A,Criminal damage and arson,Investigation complete; no suspect identified
984,-1.55464400,55.17432900,On or near Bolam Drive,Northumberland 013A,Criminal damage and arson,Under investigation
985,-1.55333300,55.18209700,On or near Kidland Close,Northumberland 013B,Criminal damage and arson,Under investigation
986,-1.55760000,55.18389200,On or near Alexandra Road,Northumberland 013B,Criminal damage and arson,Investigation complete; no suspect identified
987,-1.54220700,55.17865000,On or near Allchurch Drive,Northumberland 013E,Criminal damage and arson,Under investigation
988,-1.54220700,55.17865000,On or near Allchurch Drive,Northumberland 013E,Criminal damage and arson,Under investigation
989,-1.54660200,55.18431000,On or near Hospital,Northumberland 013E,Criminal damage and arson,Investigation complete; no suspect identified
990,-1.53656200,55.17793700,On or near Barnston,Northumberland 013E,Criminal damage and arson,Investigation complete; no suspect identified
991,-1.54380500,55.17481000,On or near Exeter Close,Northumberland 013F,Criminal damage and arson,Investigation complete; no suspect identified
992,-1.53778400,55.17686300,On or near Southern Close,Northumberland 013F,Criminal damage and arson,Investigation complete; no suspect identified
993,-1.55400300,55.17127200,On or near Falstone Crescent,Northumberland 014A,Criminal damage and arson,Investigation complete; no suspect identified
994,-1.56865500,55.17667100,On or near Green Lane,Northumberland 014C,Criminal damage and arson,Investigation complete; no suspect identified
995,-1.56896000,55.17462300,On or near Goodwood Court,Northumberland 014C,Criminal damage and arson,Investigation complete; no suspect identified
996,-1.84301800,55.20523300,On or near Cromwell Close,Northumberland 015A,Criminal damage and arson,Under investigation
997,-1.72948700,55.26674900,On or near Burgham Park,Northumberland 015C,Criminal damage and arson,Investigation complete; no suspect identified
998,-1.70348900,55.26262800,On or near Park/Open Space,Northumberland 015C,Criminal damage and arson,Investigation complete; no suspect identified
999,-1.67180600,55.12587100,On or near Petrol Station,Northumberland 015D,Criminal damage and arson,Investigation complete; no suspect identified
1000,-1.66574300,55.08013300,On or near Legges Drive,Northumberland 015D,Criminal damage and arson,Investigation complete; no suspect identified
1001,-1.68537000,55.16780800,On or near Damside,Northumberland 016A,Criminal damage and arson,Investigation complete; no suspect identified
1002,-1.68603300,55.16939100,On or near Dark Lane,Northumberland 016A,Criminal damage and arson,Under investigation
1003,-1.69241800,55.16993800,On or near Newgate Street,Northumberland 016B,Criminal damage and arson,Investigation complete; no suspect identified
1004,-1.67543800,55.15956900,On or near Eighth Avenue,Northumberland 016E,Criminal damage and arson,Investigation complete; no suspect identified
1005,-1.69382900,55.16409100,On or near Castle Close,Northumberland 016F,Criminal damage and arson,Awaiting court outcome
1006,-1.69382900,55.16409100,On or near Castle Close,Northumberland 016F,Criminal damage and arson,Awaiting court outcome
1007,-1.60357600,55.15916800,On or near Front Street,Northumberland 017A,Criminal damage and arson,Under investigation
1008,-1.59597400,55.16129100,On or near Stakeford Lane,Northumberland 017B,Criminal damage and arson,Under investigation
1009,-1.59549000,55.16101900,On or near Mowbray Court,Northumberland 017B,Criminal damage and arson,Investigation complete; no suspect identified
1010,-1.60325800,55.15956200,On or near Front Street,Northumberland 017C,Criminal damage and arson,Under investigation
1011,-1.58765900,55.16396800,On or near Riversdale Avenue,Northumberland 017C,Criminal damage and arson,Investigation complete; no suspect identified
1012,-1.59223200,55.16650800,On or near Ridgeway,Northumberland 017D,Criminal damage and arson,Under investigation
1013,-1.58665800,55.16359600,On or near Landsdowne Gardens,Northumberland 017F,Criminal damage and arson,Investigation complete; no suspect identified
1014,-1.58665800,55.16359600,On or near Landsdowne Gardens,Northumberland 017F,Criminal damage and arson,Under investigation
1015,-1.58148500,55.16445000,On or near Leander Court,Northumberland 017F,Criminal damage and arson,Under investigation
1016,-1.58391400,55.13321400,On or near Bellingham Court,Northumberland 020A,Criminal damage and arson,Under investigation
1017,-1.58651400,55.13050000,On or near Sports/Recreation Area,Northumberland 020A,Criminal damage and arson,Under investigation
1018,-1.58580600,55.13067700,On or near Sports/Recreation Area,Northumberland 020A,Criminal damage and arson,Under investigation
1019,-1.57771800,55.13178200,On or near Dene View,Northumberland 020D,Criminal damage and arson,Under investigation
1020,-1.58021800,55.13419000,On or near Wood Lane,Northumberland 020D,Criminal damage and arson,Under investigation
1021,-1.56831100,55.14018700,On or near Station Road,Northumberland 020F,Criminal damage and arson,Investigation complete; no suspect identified
1022,-1.51917700,55.14294100,On or near West Bridge Street,Northumberland 020G,Criminal damage and arson,Investigation complete; no suspect identified
1023,-1.53007000,55.15584300,On or near Sports/Recreation Area,Northumberland 020G,Criminal damage and arson,Investigation complete; no suspect identified
1024,-1.59654500,55.13114400,On or near West End Front Street,Northumberland 021A,Criminal damage and arson,Investigation complete; no suspect identified
1025,-1.59756900,55.13221700,On or near Parking Area,Northumberland 021B,Criminal damage and arson,Investigation complete; no suspect identified
1026,-1.59112200,55.13074900,On or near Barrington Court,Northumberland 021B,Criminal damage and arson,Under investigation
1027,-1.59433000,55.13302400,On or near Schalksmuhle Road,Northumberland 021B,Criminal damage and arson,Under investigation
1028,-1.59709500,55.13408500,On or near Oakapple Close,Northumberland 021B,Criminal damage and arson,Investigation complete; no suspect identified
1029,-1.59756900,55.13221700,On or near Parking Area,Northumberland 021B,Criminal damage and arson,Investigation complete; no suspect identified
1030,-1.59112200,55.13074900,On or near Barrington Court,Northumberland 021B,Criminal damage and arson,Investigation complete; no suspect identified
1031,-1.60292200,55.13489500,On or near Meadow Court,Northumberland 021C,Criminal damage and arson,Under investigation
1032,-1.60979700,55.13276900,On or near Netherdale,Northumberland 021E,Criminal damage and arson,Under investigation
1033,-1.60624300,55.13371900,On or near Forster Avenue,Northumberland 021E,Criminal damage and arson,Under investigation
1034,-1.60030500,55.13155200,On or near A193,Northumberland 021F,Criminal damage and arson,Investigation complete; no suspect identified
1035,-1.53288500,55.12849100,On or near Edendale Avenue,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1036,-1.53516800,55.12631600,On or near Cragton Gardens,Northumberland 022A,Criminal damage and arson,Under investigation
1037,-1.53391800,55.12995100,On or near Cowley Place,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1038,-1.52358700,55.12965900,On or near Alwinton Close,Northumberland 022A,Criminal damage and arson,Under investigation
1039,-1.53391800,55.12995100,On or near Cowley Place,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1040,-1.53516800,55.12631600,On or near Cragton Gardens,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1041,-1.53694700,55.13118400,On or near Supermarket,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1042,-1.53747400,55.12759200,On or near Eston Court,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1043,-1.53614300,55.12472000,On or near Brierley Road,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1044,-1.53747400,55.12759200,On or near Eston Court,Northumberland 022A,Criminal damage and arson,Investigation complete; no suspect identified
1045,-1.54010800,55.12493300,On or near Ravensdale Grove,Northumberland 022B,Criminal damage and arson,Investigation complete; no suspect identified
1046,-1.54010800,55.12493300,On or near Ravensdale Grove,Northumberland 022B,Criminal damage and arson,Investigation complete; no suspect identified
1047,-1.51273500,55.12960700,On or near Merton Square,Northumberland 022C,Criminal damage and arson,Investigation complete; no suspect identified
1048,-1.52076900,55.12795900,On or near Albion Way,Northumberland 022C,Criminal damage and arson,Investigation complete; no suspect identified
1049,-1.52026500,55.13333900,On or near Chestnut Avenue,Northumberland 022C,Criminal damage and arson,Investigation complete; no suspect identified
1050,-1.52076900,55.12795900,On or near Albion Way,Northumberland 022C,Criminal damage and arson,Investigation complete; no suspect identified
1051,-1.54313200,55.12658000,On or near Chasedale Crescent,Northumberland 022D,Criminal damage and arson,Investigation complete; no suspect identified
1052,-1.54569600,55.12727200,On or near Ferndale Close,Northumberland 022D,Criminal damage and arson,Under investigation
1053,-1.54569600,55.12727200,On or near Ferndale Close,Northumberland 022D,Criminal damage and arson,Investigation complete; no suspect identified
1054,-1.54313200,55.12658000,On or near Chasedale Crescent,Northumberland 022D,Criminal damage and arson,Under investigation
